video_id,video_title,author,comment,likes,date,sentiment,sentiment_score
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@Sungwook_SaniyeChoi-xb1dn,스타가 아니라 진짜 생활연기하는 분들의 처우가 나아지길..   존중하고 버티면서 끝까지한다면 인정받는 시간이 온다는걸 보여주는 분들~,0,2026-05-18T23:42:03Z,중립,0.098
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@lwixgg,에휴 ㅜㅜㅜㅜㅜㅜㅜ,0,2026-05-18T23:22:57Z,중립,0.0919
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@Mt-soon,와🎉정말 좋은 아빠 셨네요👍👍딸들이 저렇게 얘기하니.. 정말 인생 잘 사신분이시라는게 느껴져요.. 응원합니다❤,11,2026-05-18T23:16:39Z,중립,0.2047
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@daehwankim4674,"가족의 의미를 느껴봅니다.. 

수상 축하드려요",7,2026-05-18T22:57:41Z,중립,0.6527
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@정영숙-f1j,"참으로
따뜻한  가족이네요",3,2026-05-18T22:56:45Z,중립,0.528
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@loadedeggtoast,각자이의삶이 모두 영화같은 이유입니다. 단 하루도 열심히 안 살면 안됩니다.,0,2026-05-18T22:23:40Z,중립,0.5134
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@user-up6zp5ec19,... ㅠㅠ 이런.. 자꾸 무빙만 생각나고 상무님은 무빙의 교장선생님 같고... 연기를 어떻게... 잘할까요... 다음 작품 기대됩니다~. 그리고 가족분들 대단하십니다!!!! ㅠㅠ,0,2026-05-18T22:10:55Z,중립,0.4515
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@낭만지구-r3k,참 멋진 분입니다...❤❤❤,6,2026-05-18T22:07:28Z,중립,0.7639
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@란-n2u,아름다운 가족 🎉🎉🎉🎉🎉🎉,4,2026-05-18T22:03:37Z,중립,0.1745
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@user-tv2ql5kh1n,진짜 잘되시길 바란 배우님인데 수상당시에 울었습니다 이제 꽃길만 걸으세요!!!! 화이팅!!!응원합니다!!!!,5,2026-05-18T22:01:42Z,중립,0.389
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@alpinea3107,좋은 아빠❤,6,2026-05-18T21:40:50Z,중립,0.4526
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@GoodRV,"아…참 뭉클하면서 따뜻합니다.
딸 둘의 아빠. 다정함이 말투에 몸에 묻어 있네요. 앞으로 자두 뵐 수 있기를. 응원합니다",0,2026-05-18T21:26:50Z,중립,0.2454
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@해월마녀타로,찐 으른 찐 사랑 인데요❤,1,2026-05-18T21:16:47Z,중립,0.2914
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@전설-i6i,"축하드립니다. 
대기만성이란 말이 승목님께
맞는말인듯 싶네요. 늦은감이 
있지만 괜찮습니다.
건강 챙기시고 늘 멋진 연기 
보여 주세요. 응원합니다.",4,2026-05-18T20:31:31Z,중립,0.1865
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@척준경-k7i,너무 부럽다 이런 아버지 한테서 자랐다는것이   정말 엄청난 행운이다 라는것을 아이들이 알거라 믿는다,4,2026-05-18T18:52:36Z,중립,0.7276
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@you진주_08,최고의복 부모복❤,3,2026-05-18T18:51:11Z,중립,0.746
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@user-eb3ne7id4o,강인한 사람 무명으로 가정을 꾸리며 몇십년 동안 버틴다는게 얼마나 대단한 겁니까 딸들이 자랑스러울 거 같아요.멋진아빠,4,2026-05-18T18:38:16Z,중립,0.2458
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@Luke-z5d6q,최고의 아빠네요 비싼 장난감 그거 지나면 다 잊혀집니다 추억은 가슴에 남죠,96,2026-05-18T18:15:33Z,중립,0.1807
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@Haru-ss3vf,저희아빠도 잘놀아주셨는데..생각해보니 경제적으로 넉넉하지않았지만 얼마나 잘놀아주고싶은 아빠마음이었을지 영상을 보니 지금에서야 알겠네요😢,0,2026-05-18T17:49:52Z,중립,0.2042
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@kyungkim3041,끝내 잘되는 사람은.... 선한 사람!,64,2026-05-18T17:39:34Z,중립,0.3096
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@또치-k3v,조으신분...아빠..어떤말이 필요 없으신분...감사합니다.축하합니다...🎉,0,2026-05-18T17:31:25Z,중립,0.6618
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@coldplay3075,축하드려요...앞으로 꽃길만~~~~,4,2026-05-18T17:28:43Z,중립,0.3372
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@유재현-r7n,구질구질하다 ㅉㅉㅉ,0,2026-05-18T16:48:02Z,중립,0.0914
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@혜경최-p1l,잘 되셔서 우리 마음도 좋아요~자주 많이 뵈어요,5,2026-05-18T15:54:03Z,중립,0.7027
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@룰루랄라-l8e3t,같이 놀아주는 아빠가 최고지,2,2026-05-18T15:52:36Z,중립,0.3482
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@greenda77,정서적금수저시네요~ 따님들 부러워요~,11,2026-05-18T15:24:09Z,중립,0.3094
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@mdndkflrpckc,최고의 아빠이자 배우,1,2026-05-18T14:18:59Z,중립,0.2217
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@ouyaaing,"배역과는 어울리지 않는 다정한 남편과 두 딸의 친구같은 아빠셨네요~
연기를 워낙 잘하셔서 사람들은 배역도 그 사람의 일부일거라고 생각하는 경우가 간혹있죠.
배우님의 앞으로를 더욱더 열렬히 응원합니다...",4,2026-05-18T13:58:38Z,중립,0.19
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@이현우-b6d,와우,1,2026-05-18T13:45:26Z,중립,0.1296
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@리치지젤,광고 들어오는대로 다 찍어서 부자되세요 꼭❤,7,2026-05-18T13:45:04Z,중립,0.3054
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@리치지젤,대세는 유승목 연기의신 ❤,4,2026-05-18T13:44:39Z,중립,0.525
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@오늘더이쁜너,"광고 많이 찍어서 대박나셔요~~^^
응원합니다 ㅎㅎ",5,2026-05-18T13:29:00Z,중립,0.4395
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@illilliiiii,이런 분들이 더 더 더 잘됐음 좋겠습니다,14,2026-05-18T13:23:12Z,중립,0.0746
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@illilliiiii,장난감이 없어도 아빠가 다정하게 온마음으로 놀아주어 아이들은 더 행복했을겁니다. 장난감만 사주고 놀아주지 않는게 아이들에겐 더 슬픈일이지요.. 최고의 아빠였네요!,91,2026-05-18T13:22:03Z,중립,0.4993
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@싱클레어-l1i,난 이 배우 그냥 좋아,5,2026-05-18T13:14:28Z,중립,0.2958
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@장수말벌-v9k,"돈 없어 흉이 아닙니다
좋은 아부지
훌륭하세요😂",20,2026-05-18T12:50:35Z,중립,0.3271
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@Jys_Growth,이미 충분히 사랑과 복이 넘치는 가정이시네요 :) 응원합니다 ❤,16,2026-05-18T12:36:09Z,중립,0.2566
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@뉴에라-o1r,"아이들은 엄마 아빠의 온전한 사랑을
먹고 자라지요. 잘 키우셨네요. 멋지세요. 백상무님",5,2026-05-18T12:30:17Z,중립,0.6713
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@시니가니,빨리본방보고싶다ㅜ,2,2026-05-18T12:17:37Z,중립,0.355
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@pinkgarden-p6z,영화나 드라마를 잘 안봐서 배우님에 대해서 잘 몰랐습니다. 오늘 영상 보고 큰 감동을 받았고 존경스러운 마음이 드네요. 앞으로도  연기활동 즐겁게 하시고 지금처럼 훌륭한 아빠로 가족분들과 행복하시길 바랍니다,9,2026-05-18T12:02:15Z,중립,0.6298
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@거울공주-i1w,이분 진짜 잘되서  돈도많이버셧으면좋켓어요~~화이팅하세요,98,2026-05-18T11:48:39Z,중립,0.3257
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@율2당,오 오랸만에 보고싶은 분 나왔네,1,2026-05-18T11:37:50Z,중립,0.0977
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@보노보노-y7t8r,둘째딸이 학교 후배로 들어왔었는데 면접보는날 같이 오셔서 되게 착잡한표정으로..?기다리시는거 뵀었는데 부담스러우실까봐 인사는 못드렸지만 드라마볼때 연기 너무 잘하셔서 기억하고있었어요 ㅇㅎㅎ!!너무 축하드려요😊😊🎉🎉,40,2026-05-18T11:35:15Z,중립,0.2191
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@지니초이-d1g,"사랑이 가득한 가정을 만드신게 보여요

아이들보니
더더욱

더욱 대성하는 배우 되십시요",21,2026-05-18T11:29:21Z,중립,0.4105
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@까자-n8x,좋은 남편 좋은 아빠...좋은 배우,135,2026-05-18T10:52:46Z,중립,0.3298
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@신선자-p3d,"따님들도 얼마나 사랑했을거야..
안봐도. 알겠다..
존경합니다",101,2026-05-18T10:50:39Z,중립,0.3001
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@tube-xy7eq,요새 유승목 울리기 릴레이 같음 ㅋㅋㅋ,29,2026-05-18T10:46:29Z,중립,0.4187
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@피바람주먹손,줘도 줘도 못 해준것만 생각 나는게 부모맘 이라더니 ㅠㅠ,5,2026-05-18T10:32:18Z,중립,0.0871
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@바람김-r5k,아빠의 따뜻함 맘이 ~,15,2026-05-18T10:29:23Z,중립,0.3803
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@fhg-f8j-k8e,눈물난다.,11,2026-05-18T10:08:21Z,중립,0.9006
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@슈퍼맨앤우먼,나 왜 눈물나오지..,12,2026-05-18T09:48:41Z,중립,0.8987
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@Youngsooookncat,내가더기분좋은수상자예요,7,2026-05-18T09:22:17Z,중립,0.2457
3V8SLEXp5Eg,형편이 어려워 장난감 대신 몸으로 최선을 다해 놀아주던 아빠#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.344,@랄루루_S2,수상축하드려요❤ 그리고 따님분들이 너무 부럽네요❤ 이렇게 좋은 아버지가 계셔서,87,2026-05-18T08:57:30Z,중립,0.6033
